Location	Site	Lat	Lon	Year	Plot	Trt	Nfert	TotalCover	WeedCover	TargetCover	TotalBiomass	WeedBiomass	TargetBiomass	Amorpha_canescens	Andropogon_gerardii	Asclepias_tuberosa	Astragalus_canadensis	Baptisia_australis	Bouteloua_curtipendula	Chamaecrista_fasciculata	Desmodium_canadense	Echinacea_pallida	Elymus_canadensis	Elymus_trachycaulum	Elymus_virginicus	Galium_boreale	Glycerryza_lepidota	Helianthus_maximilianii	Lathyrus_ochroleucus	Lespedeza_capitata	Liatris_aspera	Lupinus_perennis	Monarda_fistulosa	Panicum_virgatum	Petalostemum_candidum	Petalostemum_purpurea	Ratibida_pinnata	Rudbeckia_hirta	Schizachyrium_scoparium	Silphium_perfoliatum	Solidago_rigida	Sorghastrum_nutans	Vicia_americana	Zizia_aurea
2	RLF	47.905639	-96.333698	2012	6204	7	1	99	80	19	137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	2	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6205	10	1	101	80	21	92	NA	NA	0	NA	NA	0	NA	NA	NA	10	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	10	NA	NA	NA	0	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6206	9	1	99	0	99	88	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	4	50	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	10	NA	NA	35	NA	NA	NA	0	0	NA	NA
2	RLF	47.905639	-96.333698	2012	6207	11	0	96	0	96	124	NA	NA	0	30	NA	0	NA	NA	NA	5	1	40	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	10	NA	0	0	NA	NA	NA	0	10	NA	NA
2	RLF	47.905639	-96.333698	2012	6208	4	0	100	0	100	166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6209	8	0	100	0	100	155	NA	NA	0	25	NA	0	NA	NA	NA	10	NA	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	0	NA	NA	NA	NA	NA	0	NA	NA
2	RLF	47.905639	-96.333698	2012	6210	8	1	93	0	93	161	NA	NA	0	2	NA	0	NA	NA	NA	5	NA	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	0	NA	NA	NA	NA	NA	1	NA	NA
2	RLF	47.905639	-96.333698	2012	6211	3	1	95	90	5	121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA
2	RLF	47.905639	-96.333698	2012	6212	11	1	100	0	100	96	NA	NA	0	20	NA	0	NA	NA	NA	5	0	20	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	50	NA	0	5	NA	NA	NA	0	0	NA	NA
2	RLF	47.905639	-96.333698	2012	6213	3	0	100	50	50	241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	NA	NA
2	RLF	47.905639	-96.333698	2012	6214	5	0	100	0	100	193	NA	NA	NA	50	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	15	NA	NA
2	RLF	47.905639	-96.333698	2012	6215	6	0	100	40	60	153	NA	NA	0	NA	NA	0	NA	NA	NA	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6216	4	1	100	0	100	203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6217	12	1	98	0	98	184	NA	NA	0	10	NA	0	NA	0	NA	10	0	5	10	NA	0	0	0	0	NA	NA	NA	45	10	0	0	0	0	0	NA	0	0	0	3
2	RLF	47.905639	-96.333698	2012	6218	6	1	100	70	30	128	NA	NA	0	NA	NA	0	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6219	1	0	100	0	100	423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6220	10	0	100	0	100	160	NA	NA	0	NA	NA	0	NA	NA	NA	25	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	70	NA	NA	NA	0	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6221	9	0	97	0	97	84	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	2	50	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	10	NA	NA	20	NA	NA	NA	0	5	NA	NA
2	RLF	47.905639	-96.333698	2012	6222	1	1	100	0	100	509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6223	5	1	90	0	90	188	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
2	RLF	47.905639	-96.333698	2012	6224	2	1	100	0	100	493	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6301	3	1	100	75	25	113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	NA	NA
2	RLF	47.905639	-96.333698	2012	6302	9	1	98	0	98	191	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	3	80	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	5	NA	NA	NA	10	0	NA	NA
2	RLF	47.905639	-96.333698	2012	6303	10	1	99	90	9	153	NA	NA	0	NA	NA	0	NA	NA	NA	4	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	5	NA	NA	NA	0	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6304	11	0	100	0	100	123	NA	NA	0	0	NA	0	NA	NA	NA	5	0	90	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0	5	NA	NA	NA	0	0	NA	NA
2	RLF	47.905639	-96.333698	2012	6305	8	0	100	0	100	155	NA	NA	0	0	NA	0	NA	NA	NA	10	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA
2	RLF	47.905639	-96.333698	2012	6306	5	0	90	0	90	173	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	10	NA	NA
2	RLF	47.905639	-96.333698	2012	6307	5	1	100	0	100	448	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	30	NA	NA
2	RLF	47.905639	-96.333698	2012	6308	7	1	100	0	100	172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	NA	10	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6309	1	1	100	0	100	515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6310	4	0	100	0	100	221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6311	7	0	100	0	100	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	95	NA	NA	NA	0	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6312	9	0	100	0	100	198	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	1	5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	50	NA	NA	4	NA	NA	NA	0	10	NA	NA
2	RLF	47.905639	-96.333698	2012	6313	2	1	100	0	100	469	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6314	6	1	90	20	70	162	NA	NA	0	NA	NA	15	NA	NA	NA	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6315	12	1	101	0	101	225	NA	NA	0	5	NA	0	NA	0	NA	0	0	30	1	NA	0	0	20	0	NA	NA	NA	45	0	0	0	0	0	0	NA	0	0	0	0
2	RLF	47.905639	-96.333698	2012	6316	2	0	100	0	100	223	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6317	3	0	100	0	100	224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA
2	RLF	47.905639	-96.333698	2012	6318	6	0	80	0	80	150	NA	NA	0	NA	NA	40	NA	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6319	8	1	100	0	100	188	NA	NA	0	0	NA	5	NA	NA	NA	5	NA	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA
2	RLF	47.905639	-96.333698	2012	6320	11	1	97	0	97	256	NA	NA	0	0	NA	0	NA	NA	NA	0	2	25	NA	NA	NA	NA	65	NA	NA	NA	NA	NA	0	NA	0	5	NA	NA	NA	0	0	NA	NA
2	RLF	47.905639	-96.333698	2012	6321	4	1	100	0	100	208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6322	10	0	100	0	100	219	NA	NA	0	NA	NA	10	NA	NA	NA	3	2	NA	NA	NA	NA	NA	65	NA	NA	NA	NA	NA	NA	NA	0	20	NA	NA	NA	0	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6323	1	0	100	0	100	415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2012	6324	12	0	100	0	100	233	NA	NA	0	0	NA	10	NA	0	NA	5	4	0	0	NA	0	0	80	0	NA	NA	NA	1	0	0	0	0	0	0	NA	0	0	0	0
2	RLF	47.905639	-96.333698	2013	6101	9	1	100	5	95	180	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	3	20	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	40	NA	NA	20	NA	NA	NA	2	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6102	7	1	97	55	42	300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	5	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6103	8	1	78	20	58	136	NA	NA	0	10	NA	3	NA	NA	NA	0	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	0	NA	NA	NA	NA	NA	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6104	8	0	91	30	61	56	NA	NA	0	10	NA	1	NA	NA	NA	5	NA	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	0	NA	NA	NA	NA	NA	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6105	10	0	96	45	51	84	NA	NA	0	NA	NA	2	NA	NA	NA	10	3	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	30	NA	NA	NA	5	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6106	9	0	100	1	99	234	NA	NA	NA	55	NA	NA	NA	NA	NA	NA	0	10	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	30	NA	NA	2	NA	NA	NA	2	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6107	4	1	95	30	65	92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6108	12	0	99	20	79	136	NA	NA	0	5	NA	1	NA	0	NA	5	0	10	0	NA	0	0	0	0	NA	NA	NA	50	1	0	0	0	0	0	NA	2	0	0	5
2	RLF	47.905639	-96.333698	2013	6109	5	1	100	30	70	304	NA	NA	NA	55	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6110	12	1	100	5	95	140	NA	NA	0	5	NA	0	NA	0	NA	10	0	5	0	NA	0	0	0	0	NA	NA	NA	70	0	0	0	5	0	0	NA	0	0	0	0
2	RLF	47.905639	-96.333698	2013	6111	5	0	100	0	100	256	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6112	2	0	100	0	100	218	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6113	10	1	100	80	20	126	NA	NA	0	NA	NA	0	NA	NA	NA	5	0	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	0	10	NA	NA	NA	0	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6114	1	1	100	2	98	424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6115	2	1	100	0	100	568	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6116	4	0	100	80	20	296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6117	3	0	90	70	20	156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA
2	RLF	47.905639	-96.333698	2013	6118	11	0	95	5	90	138	NA	NA	0	5	NA	0	NA	NA	NA	70	0	5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0	10	NA	NA	NA	0	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6119	6	1	100	85	15	102	NA	NA	0	NA	NA	5	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6120	11	1	91	10	81	110	NA	NA	0	5	NA	0	NA	NA	NA	5	0	55	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	5	NA	0	10	NA	NA	NA	1	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6121	3	1	95	90	5	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA
2	RLF	47.905639	-96.333698	2013	6122	7	0	95	30	65	176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	NA	0	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6123	1	0	98	0	98	352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6124	6	0	98	2	96	166	NA	NA	0	NA	NA	0	NA	NA	NA	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6201	12	0	100	5	95	142	NA	NA	0	5	NA	0	NA	0	NA	15	2	26	1	NA	0	0	0	0	NA	NA	NA	30	5	0	0	5	0	0	NA	1	0	0	5
2	RLF	47.905639	-96.333698	2013	6202	7	0	95	19	76	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	70	NA	NA	NA	1	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6203	2	0	100	0	100	394	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6204	7	1	100	30	70	122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	NA	5	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6205	10	1	100	50	50	120	NA	NA	0	NA	NA	0	NA	NA	NA	10	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	30	NA	NA	NA	5	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6206	9	1	100	8	92	96	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	5	40	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	5	NA	NA	30	NA	NA	NA	2	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6207	11	0	100	15	85	176	NA	NA	0	10	NA	0	NA	NA	NA	20	0	40	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	5	NA	0	5	NA	NA	NA	0	5	NA	NA
2	RLF	47.905639	-96.333698	2013	6208	4	0	100	95	5	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6209	8	0	100	15	85	220	NA	NA	0	25	NA	0	NA	NA	NA	30	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6210	8	1	100	20	80	130	NA	NA	0	20	NA	0	NA	NA	NA	5	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	0	NA	NA	NA	NA	NA	5	NA	NA
2	RLF	47.905639	-96.333698	2013	6211	3	1	100	90	10	538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA
2	RLF	47.905639	-96.333698	2013	6212	11	1	96	35	61	154	NA	NA	0	5	NA	0	NA	NA	NA	10	1	30	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	5	NA	0	5	NA	NA	NA	5	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6213	3	0	100	85	15	216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA
2	RLF	47.905639	-96.333698	2013	6214	5	0	100	0	100	222	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6215	6	0	100	15	85	166	NA	NA	0	NA	NA	0	NA	NA	NA	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6216	4	1	100	80	20	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6217	12	1	100	42	58	82	NA	NA	0	5	NA	0	NA	3	NA	0	0	0	0	NA	0	0	0	0	NA	NA	NA	38	0	0	0	1	0	0	NA	1	0	0	10
2	RLF	47.905639	-96.333698	2013	6218	6	1	100	60	40	148	NA	NA	0	NA	NA	0	NA	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6219	1	0	100	0	100	307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6220	10	0	100	50	50	258	NA	NA	0	NA	NA	0	NA	NA	NA	20	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	30	NA	NA	NA	0	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6221	9	0	100	25	75	200	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	0	30	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	35	NA	NA	NA	0	5	NA	NA
2	RLF	47.905639	-96.333698	2013	6222	1	1	100	0	100	444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6223	5	1	100	20	80	308	NA	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6224	2	1	100	0	100	444	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6301	3	1	100	90	10	412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA
2	RLF	47.905639	-96.333698	2013	6302	9	1	100	80	20	250	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	3	NA	NA	15	NA	NA	NA	2	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6303	10	1	100	84	16	174	NA	NA	0	NA	NA	0	NA	NA	NA	5	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	10	NA	NA	NA	0	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6304	11	0	100	44	56	148	NA	NA	0	10	NA	0	NA	NA	NA	25	1	10	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0	10	NA	NA	NA	0	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6305	8	0	100	25	75	160	NA	NA	0	5	NA	0	NA	NA	NA	15	NA	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	0	NA	NA
2	RLF	47.905639	-96.333698	2013	6306	5	0	100	0	100	180	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	30	NA	NA
2	RLF	47.905639	-96.333698	2013	6307	5	1	100	0	100	390	NA	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	20	NA	NA
2	RLF	47.905639	-96.333698	2013	6308	7	1	100	30	70	272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	55	NA	NA	NA	15	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6309	1	1	100	0	100	662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6310	4	0	90	80	10	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6311	7	0	100	50	50	132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	44	NA	NA	NA	5	NA	NA	NA
2	RLF	47.905639	-96.333698	2013	6312	9	0	100	0	100	202	NA	NA	NA	71	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	15	NA	NA	3	NA	NA	NA	1	10	NA	NA
2	RLF	47.905639	-96.333698	2013	6313	2	1	100	0	100	448	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
